Year,Stock,Sector,PE_Ratio,EPS,ROE,Debt_to_Equity,Revenue,Profit,Revenue_Growth,Profit_Growth,fundamental_is_real,last_real_fundamental_year,fundamental_staleness_years
2025,JSWSTEEL,Metals,81.13155977653969,14.35692906726222,0.044077689443494016,1.4997232565160512,1665750000000.0,35040000000.0,-0.03484019746448189,-0.6023604176123468,1,2025.0,0.0
2026,JSWSTEEL,Metals,13.829453670868434,91.43528226741545,0.2230417878524382,1.1906389613504842,1820370000000.0,223160000000.0,0.09282305267897344,5.3687214611872145,1,2026.0,0.0
2020,KOTAKBANK,Financial_Services,25.37517737922024,15.005340766821885,0.132885986355322,0.4659591663413648,518572514000.0,149250096000.0,0.2401,0.1278,0,,
2021,KOTAKBANK,Financial_Services,25.37517737922024,15.005340766821885,0.132885986355322,0.4659591663413648,518572514000.0,149250096000.0,0.091,0.162,0,,
2022,KOTAKBANK,Financial_Services,25.37517737922024,15.005340766821885,0.132885986355322,0.4659591663413648,518572514000.0,149250096000.0,0.134,0.218,0,,
2023,KOTAKBANK,Financial_Services,25.37517737922024,15.005340766821885,0.132885986355322,0.4659591663413648,518572514000.0,149250096000.0,,,1,2023.0,0.0
2024,KOTAKBANK,Financial_Services,19.485227483145067,18.311236797752954,0.14013211261621666,0.5778612727125423,696695998000.0,182132075000.0,0.343488093161837,0.2203146254592694,1,2024.0,0.0
2025,KOTAKBANK,Financial_Services,19.789545292349317,22.245079142414312,0.1404919763025144,0.550837466217033,747582900000.0,221259900000.0,0.07304032482758714,0.21483214859326671,1,2025.0,0.0
2026,KOTAKBANK,Financial_Services,19.766184346334366,19.39170358208521,0.10643011397876032,0.526379208443033,780153800000.0,192878900000.0,0.04356827851466372,-0.12826996667719726,1,2026.0,0.0
2020,LT,Industrials,45.09889627728433,76.11370402201447,0.1172192403215415,1.3506762592505313,1816614200000.0,104707200000.0,-0.0686,0.2123,0,,
2021,LT,Industrials,45.09889627728433,76.11370402201447,0.1172192403215415,1.3506762592505313,1816614200000.0,104707200000.0,-0.054,-0.128,0,,
2022,LT,Industrials,45.09889627728433,76.11370402201447,0.1172192403215415,1.3506762592505313,1816614200000.0,104707200000.0,0.143,0.276,0,,
2023,LT,Industrials,45.09889627728433,76.11370402201447,0.1172192403215415,1.3506762592505313,1816614200000.0,104707200000.0,,,1,2023.0,0.0
2024,LT,Industrials,37.28821218100423,94.9292153100197,0.15121844518316743,1.3469574303803507,2191156900000.0,130591100000.0,0.20617624809934879,0.24720267565172213,1,2024.0,0.0
2025,LT,Industrials,36.99649128784362,109.30768274640847,0.15398103129774432,1.3558763655130888,2542086500000.0,150371100000.0,0.16015722105523342,0.1514651457871172,1,2025.0,0.0
2026,LT,Industrials,33.99976686117267,116.91765746319648,0.14716826272900124,1.1482959983456829,2842251900000.0,160839900000.0,0.11807835807318122,0.06961976071199852,1,2026.0,0.0
2020,M&M,Automobile,19.89080817188218,85.62477609639471,0.1824067399747258,1.6365751282825984,1190403800000.0,102815000000.0,-0.089,-0.182,0,,
2021,M&M,Automobile,19.89080817188218,85.62477609639471,0.1824067399747258,1.6365751282825984,1190403800000.0,102815000000.0,-0.121,-0.227,0,,
2022,M&M,Automobile,19.89080817188218,85.62477609639471,0.1824067399747258,1.6365751282825984,1190403800000.0,102815000000.0,0.228,0.618,0,,
2023,M&M,Automobile,19.89080817188218,85.62477609639471,0.1824067399747258,1.6365751282825984,1190403800000.0,102815000000.0,,,1,2023.0,0.0
2024,M&M,Automobile,31.78763272284754,93.84572065465908,0.17024545044572073,1.6108873547658993,1358030300000.0,112686400000.0,0.1408148226677368,0.09601128240042796,1,2024.0,0.0
2025,M&M,Automobile,34.44839417281814,107.67410325612964,0.1678256921247277,1.6218997788908092,1587497500000.0,129291000000.0,0.16897060396958744,0.14735229805903818,1,2025.0,0.0
2026,M&M,Automobile,21.75211264348187,142.39996136320954,0.18366831782341628,1.4389731713434522,1977927800000.0,170988500000.0,0.24594073376493505,0.3225089140002011,1,2026.0,0.0
2020,MARUTI,Automobile,38.41401937751422,262.838178926614,0.11077316146605505,0.016723815753845163,1137648000000.0,82637000000.0,-0.0704,-0.2267,0,,
2021,MARUTI,Automobile,38.41401937751422,262.838178926614,0.11077316146605505,0.016723815753845163,1137648000000.0,82637000000.0,-0.125,-0.263,0,,
2022,MARUTI,Automobile,38.41401937751422,262.838178926614,0.11077316146605505,0.016723815753845163,1137648000000.0,82637000000.0,0.176,0.429,0,,
2023,MARUTI,Automobile,38.41401937751422,262.838178926614,0.11077316146605505,0.016723815753845163,1137648000000.0,82637000000.0,0.255,0.127,1,2023.0,0.0
2024,MARUTI,Automobile,25.03932706761186,429.01048259229583,0.1575061889859405,0.0013849315708346958,1364838000000.0,134882000000.0,0.19970148938863339,0.6322228541694398,1,2024.0,0.0
2025,MARUTI,Automobile,36.203499110895024,461.19851423353805,0.15066723884792066,0.0009039909642466379,1505556000000.0,145002000000.0,0.10310234621251753,0.07502854346762355,1,2025.0,0.0
2026,MARUTI,Automobile,28.515657006274054,466.9013937525842,0.13699147880245957,0.0009565466519467357,1803501000000.0,146795000000.0,0.1978969895507042,0.012365346684873312,1,2026.0,0.0
2020,NESTLEIND,Consumer_Staples,85.76105105094321,10.985812727875194,1.088384590881534,0.13690029696153885,146649000000.0,21184100000.0,0.0809,0.0573,0,,
2021,NESTLEIND,Consumer_Staples,85.76105105094321,10.985812727875194,1.088384590881534,0.13690029696153885,146649000000.0,21184100000.0,0.106,0.175,1,2021.0,0.0
2022,NESTLEIND,Consumer_Staples,76.4403181606659,12.396941594044689,0.9720840771479808,0.1100045950462961,167895300000.0,23905200000.0,0.1448785876480576,0.12845011116828187,1,2022.0,0.0
2023,NESTLEIND,Consumer_Staples,76.4403181606659,12.396941594044689,0.9720840771479808,0.1100045950462961,167895300000.0,23905200000.0,0.1448785876480576,0.12845011116828187,0,2022.0,1.0
2024,NESTLEIND,Consumer_Staples,76.4403181606659,12.396941594044689,0.9720840771479808,0.1100045950462961,167895300000.0,23905200000.0,0.1448785876480576,0.12845011116828187,0,2022.0,2.0
2025,NESTLEIND,Consumer_Staples,77.01517899274467,16.63416574119514,0.7998558678971924,0.29096979958655533,200775000000.0,32075900000.0,0.1448785876480576,0.12845011116828187,1,2025.0,0.0
2026,NESTLEIND,Consumer_Staples,77.01517899274467,16.63416574119514,0.7998558678971924,0.29096979958655533,200775000000.0,32075900000.0,0.1448785876480576,0.12845011116828187,0,2025.0,1.0
2020,NTPC,Utilities,16.84206290329647,17.44161319600199,0.11503322911619984,1.5161770760350222,1740761500000.0,169125500000.0,0.023,0.268,0,,
2021,NTPC,Utilities,16.84206290329647,17.44161319600199,0.11503322911619984,1.5161770760350222,1740761500000.0,169125500000.0,0.021,-0.041,0,,
2022,NTPC,Utilities,16.84206290329647,17.44161319600199,0.11503322911619984,1.5161770760350222,1740761500000.0,169125500000.0,0.075,0.088,0,,
2023,NTPC,Utilities,16.84206290329647,17.44161319600199,0.11503322911619984,1.5161770760350222,1740761500000.0,169125500000.0,,,1,2023.0,0.0
2024,NTPC,Utilities,15.014955190498082,21.462933458156332,0.12950024600323304,1.4755277029134661,1767196100000.0,208118900000.0,0.015185652945564341,0.2305589636098637,1,2024.0,0.0
2025,NTPC,Utilities,13.540812311259316,24.155168050875165,0.12724676695686604,1.3586927468702865,1881380600000.0,234224600000.0,0.06461337256233193,0.12543646924906868,1,2025.0,0.0
2026,NTPC,Utilities,14.307074639265942,27.898784619534474,0.1331484227417584,1.3338436634662014,1873846300000.0,270525200000.0,-0.004004665509998349,0.1549820129909497,1,2026.0,0.0
2020,ONGC,Energy,6.239176735420039,29.180063016798517,0.12901047368268972,0.6211453450493228,6295101440000.0,367093340000.0,-0.2338,0.4897,0,,
2021,ONGC,Energy,6.239176735420039,29.180063016798517,0.12901047368268972,0.6211453450493228,6295101440000.0,367093340000.0,-0.265,-0.817,0,,
2022,ONGC,Energy,6.239176735420039,29.180063016798517,0.12901047368268972,0.6211453450493228,6295101440000.0,367093340000.0,0.532,1.85,0,,
2023,ONGC,Energy,6.239176735420039,29.180063016798517,0.12901047368268972,0.6211453450493228,6295101440000.0,367093340000.0,,,1,2023.0,0.0
2024,ONGC,Energy,5.696645722962732,39.06425699722264,0.14493788571735497,0.5638831533449269,5986442330000.0,491439260000.0,-0.04903163403193706,0.3387310704138626,1,2024.0,0.0
2025,ONGC,Energy,8.155892981467767,28.795561216735685,0.10547859827680882,0.5468700258847766,6632605800000.0,362256200000.0,0.10793780919960855,-0.26286678846130446,1,2025.0,0.0
2026,ONGC,Energy,9.097112576191698,32.928029117384916,0.11142541123787482,0.468885390289315,6622473200000.0,414243800000.0,-0.0015276951933431654,0.14351058725840993,1,2026.0,0.0
2020,POWERGRID,Utilities,13.168778075787348,16.57928915163481,0.18572117337773372,1.548711980265528,440052200000.0,154197400000.0,0.068,0.0883,0,,
2021,POWERGRID,Utilities,13.168778075787348,16.57928915163481,0.18572117337773372,1.548711980265528,440052200000.0,154197400000.0,0.095,0.069,0,,
2022,POWERGRID,Utilities,13.168778075787348,16.57928915163481,0.18572117337773372,1.548711980265528,440052200000.0,154197400000.0,0.065,0.077,0,,
2023,POWERGRID,Utilities,13.168778075787348,16.57928915163481,0.18572117337773372,1.548711980265528,440052200000.0,154197400000.0,,,1,2023.0,0.0
2024,POWERGRID,Utilities,17.646327792247302,16.74424618344234,0.1787037735106422,1.4573819460437882,442027500000.0,155731600000.0,0.004488785648611687,0.009949584104530946,1,2024.0,0.0
2025,POWERGRID,Utilities,15.679083818172618,16.688636890748523,0.1675045252782643,1.4516903815025683,457923200000.0,155214400000.0,0.03596088478658002,-0.00332109860811807,1,2025.0,0.0
2026,POWERGRID,Utilities,18.589004125107316,17.12571603949105,0.15849647984064327,1.4734268294345445,467328700000.0,159279500000.0,0.02053947037407146,0.026190224618334382,1,2026.0,0.0
2020,RELIANCE,Energy,26.029024485429325,49.290326907746994,0.09317587501676278,0.46711143891645435,8778350000000.0,667020000000.0,-0.241,0.211,0,,
2021,RELIANCE,Energy,26.029024485429325,49.290326907746994,0.09317587501676278,0.46711143891645435,8778350000000.0,667020000000.0,-0.263,-0.286,0,,
2022,RELIANCE,Energy,26.029024485429325,49.290326907746994,0.09317587501676278,0.46711143891645435,8778350000000.0,667020000000.0,0.517,0.249,0,,
2023,RELIANCE,Energy,26.029024485429325,49.290326907746994,0.09317587501676278,0.46711143891645435,8778350000000.0,667020000000.0,0.232,0.126,1,2023.0,0.0
2024,RELIANCE,Energy,23.531136544639825,51.447360643522735,0.08774123135903696,0.43623224752703593,9010640000000.0,696210000000.0,0.026461692687122295,0.043761806242691374,1,2024.0,0.0
2025,RELIANCE,Energy,30.512570863221104,51.46731265135622,0.08259962049335863,0.43830052182163187,9646930000000.0,696480000000.0,0.07061540578693633,0.0003878140216314043,1,2025.0,0.0
2026,RELIANCE,Energy,23.970612820170185,59.689756768511636,0.08934991095428249,0.44025087663020035,10572190000000.0,807750000000.0,0.09591237834212542,0.1597605099931082,1,2026.0,0.0
2020,SBIN,Financial_Services,10.086339067187922,60.286510931187436,0.15503849899354882,1.4545753024943409,2703369068000.0,556481728000.0,0.1126,0.1334,0,,
2021,SBIN,Financial_Services,10.086339067187922,60.286510931187436,0.15503849899354882,1.4545753024943409,2703369068000.0,556481728000.0,0.028,-0.068,0,,
2022,SBIN,Financial_Services,10.086339067187922,60.286510931187436,0.15503849899354882,1.4545753024943409,2703369068000.0,556481728000.0,0.099,0.553,0,,
2023,SBIN,Financial_Services,10.086339067187922,60.286510931187436,0.15503849899354882,1.4545753024943409,2703369068000.0,556481728000.0,,,1,2023.0,0.0
2024,SBIN,Financial_Services,10.533065959474731,72.67624888040726,0.16167349507516912,1.3411682321730378,3236135037000.0,670846661000.0,0.19707481871653937,0.20551426443241635,1,2024.0,0.0
2025,SBIN,Financial_Services,11.48224837643591,84.02616225553166,0.1592515055886684,1.2691556209225405,3495234156000.0,775613371000.0,0.08006437186261335,0.1561708749415688,1,2025.0,0.0
2026,SBIN,Financial_Services,11.63021741935711,90.24183010932937,0.1397323753487878,1.2193500751464357,3817091770000.0,832987824000.0,0.09208470724271556,0.07397300658448809,1,2026.0,0.0
2020,SUNPHARMA,Pharma,34.79464563269264,35.31636935212927,0.15132641300050112,0.12297210948474678,432788700000.0,84735800000.0,0.0252,-0.2287,0,,
2021,SUNPHARMA,Pharma,34.79464563269264,35.31636935212927,0.15132641300050112,0.12297210948474678,432788700000.0,84735800000.0,0.086,0.621,0,,
2022,SUNPHARMA,Pharma,34.79464563269264,35.31636935212927,0.15132641300050112,0.12297210948474678,432788700000.0,84735800000.0,0.099,0.274,0,,
2023,SUNPHARMA,Pharma,34.79464563269264,35.31636935212927,0.15132641300050112,0.12297210948474678,432788700000.0,84735800000.0,,,1,2023.0,0.0
2024,SUNPHARMA,Pharma,46.52250013466972,39.91264296039498,0.15041414867258027,0.05141883322142248,477584500000.0,95763800000.0,0.10350501295435856,0.1301456999284836,1,2024.0,0.0
2025,SUNPHARMA,Pharma,37.51021681721525,45.550288461806566,0.15133397453987246,0.03270914932311908,520412500000.0,109290400000.0,0.0896762771823625,0.14124961624329863,1,2025.0,0.0
2026,SUNPHARMA,Pharma,37.79561635871871,47.844174087955714,0.13736278134916452,0.05537052790059219,582201100000.0,114794200000.0,0.11873004587706867,0.050359409426628504,1,2026.0,0.0
2020,TATASTEEL,Metals,19.037832584030582,7.0241397050693966,0.08498468696310998,0.8235479292719105,2416362500000.0,87604000000.0,0.1167,3.8072,0,,
2021,TATASTEEL,Metals,19.037832584030582,7.0241397050693966,0.08498468696310998,0.8235479292719105,2416362500000.0,87604000000.0,-0.084,2.152,0,,
2022,TATASTEEL,Metals,19.037832584030582,7.0241397050693966,0.08498468696310998,0.8235479292719105,2416362500000.0,87604000000.0,0.618,2.117,0,,
2023,TATASTEEL,Metals,19.037832584030582,7.0241397050693966,0.08498468696310998,0.8235479292719105,2416362500000.0,87604000000.0,,,1,2023.0,0.0
2024,TATASTEEL,Metals,-37.91604271782112,-3.5579652176685017,-0.04821430278839443,0.9461770077196081,2272962000000.0,-44374400000.0,-0.05934560729195226,-1.5065339482215423,1,2024.0,0.0
2025,TATASTEEL,Metals,65.6606862902174,2.742584825189138,0.03751808579238503,1.0398314658071992,2168403500000.0,34205100000.0,-0.04600098901785424,1.7708295774140044,1,2025.0,0.0
2026,TATASTEEL,Metals,24.421729358174332,8.654587785758345,0.10564860794977667,0.9042165499549025,2302934700000.0,107938700000.0,0.06204158958422637,2.155631762514947,1,2026.0,0.0
2020,TCS,Information_Technology,29.922101308800187,116.48971947283891,0.4661041316464655,0.08502167566132886,2254580000000.0,421470000000.0,0.0495,0.0061,0,,
2021,TCS,Information_Technology,29.922101308800187,116.48971947283891,0.4661041316464655,0.08502167566132886,2254580000000.0,421470000000.0,0.047,0.012,0,,
2022,TCS,Information_Technology,29.922101308800187,116.48971947283891,0.4661041316464655,0.08502167566132886,2254580000000.0,421470000000.0,0.16,0.158,0,,
2023,TCS,Information_Technology,29.922101308800187,116.48971947283891,0.4661041316464655,0.08502167566132886,2254580000000.0,421470000000.0,0.174,0.105,1,2023.0,0.0
2024,TCS,Information_Technology,30.220411738093645,126.88471401426172,0.507332382941573,0.0886406082507266,2408930000000.0,459080000000.0,0.06846064455463989,0.08923529551332242,1,2024.0,0.0
2025,TCS,Information_Technology,23.15156912974838,134.19520605416156,0.5124002701675884,0.09911773396935286,2553240000000.0,485530000000.0,0.059906265437351856,0.057615230460921846,1,2025.0,0.0
2026,TCS,Information_Technology,17.945632710916048,136.01108252683235,0.45887728459530025,0.10521260723610593,2670210000000.0,492100000000.0,0.04581237956478827,0.013531604638230388,1,2026.0,0.0
2020,TECHM,Information_Technology,22.06467817579217,54.546674099727824,0.17301294562122868,0.098128883238733,532902000000.0,48313000000.0,0.0249,0.0959,0,,
2021,TECHM,Information_Technology,22.06467817579217,54.546674099727824,0.17301294562122868,0.098128883238733,532902000000.0,48313000000.0,-0.019,-0.029,0,,
2022,TECHM,Information_Technology,22.06467817579217,54.546674099727824,0.17301294562122868,0.098128883238733,532902000000.0,48313000000.0,0.167,0.305,0,,
2023,TECHM,Information_Technology,22.06467817579217,54.546674099727824,0.17301294562122868,0.098128883238733,532902000000.0,48313000000.0,0.183,0.088,1,2023.0,0.0
2024,TECHM,Information_Technology,62.29188654791307,26.620195018388063,0.08840843813509115,0.09511650055869274,519956000000.0,23578000000.0,-0.024293397285054287,-0.5119740028563741,1,2024.0,0.0
2025,TECHM,Information_Technology,33.14335248738063,48.00057643594744,0.15538256309047385,0.07401640991904683,529883000000.0,42515000000.0,0.019092000092315504,0.8031639664093647,1,2025.0,0.0
2026,TECHM,Information_Technology,27.1281102071338,54.31635262276832,0.1624458896384989,0.07381970191184316,568154000000.0,48109000000.0,0.07222537805515557,0.1315770904386687,1,2026.0,0.0
2020,TITAN,Consumer_Durables,99.6894340902189,36.63849125353536,0.2742384608893764,0.7903974348156274,404470000000.0,32500000000.0,0.0301,-0.3519,0,,
2021,TITAN,Consumer_Durables,99.6894340902189,36.63849125353536,0.2742384608893764,0.7903974348156274,404470000000.0,32500000000.0,-0.148,-0.471,0,,
2022,TITAN,Consumer_Durables,99.6894340902189,36.63849125353536,0.2742384608893764,0.7903974348156274,404470000000.0,32500000000.0,0.526,2.63,0,,
2023,TITAN,Consumer_Durables,99.6894340902189,36.63849125353536,0.2742384608893764,0.7903974348156274,404470000000.0,32500000000.0,,,1,2023.0,0.0
2024,TITAN,Consumer_Durables,82.29498753684777,39.41174320687988,0.37219205791546894,1.653145959757266,509360000000.0,34960000000.0,0.2593270205454051,0.0756923076923077,1,2024.0,0.0
2025,TITAN,Consumer_Durables,107.69744893287383,37.619275480937695,0.2870784583620096,1.7874225739848588,571430000000.0,33370000000.0,0.12185880320402073,-0.04548054919908467,1,2025.0,0.0
2026,TITAN,Consumer_Durables,76.67792326834275,57.18986650128765,0.3230592880341336,1.9500095523148444,767970000000.0,50730000000.0,0.34394414013964963,0.5202277494755768,1,2026.0,0.0
2020,ULTRACEMCO,Cement,60.27135688251454,172.14421196123794,0.09321680404472822,0.20354962968853488,623376000000.0,50639600000.0,0.0665,-0.0606,0,,
2021,ULTRACEMCO,Cement,60.27135688251454,172.14421196123794,0.09321680404472822,0.20354962968853488,623376000000.0,50639600000.0,-0.022,0.122,0,,
2022,ULTRACEMCO,Cement,60.27135688251454,172.14421196123794,0.09321680404472822,0.20354962968853488,623376000000.0,50639600000.0,0.16,0.041,0,,
2023,ULTRACEMCO,Cement,60.27135688251454,172.14421196123794,0.09321680404472822,0.20354962968853488,623376000000.0,50639600000.0,0.113,-0.059,1,2023.0,0.0
2024,ULTRACEMCO,Cement,47.681844557148146,238.12790874897743,0.11630903368362748,0.1893313484143783,698095300000.0,70050000000.0,0.11986233027899694,0.3833047654404853,1,2024.0,0.0
2025,ULTRACEMCO,Cement,57.40075903303632,205.29345253462344,0.08541063323922164,0.3408751382646952,759551300000.0,60391100000.0,0.0880338257541628,-0.13788579586009994,1,2025.0,0.0
2026,ULTRACEMCO,Cement,41.73891319125016,277.58269476045683,0.10656829480861886,0.31002339489926983,885115300000.0,81656400000.0,0.16531338962885062,0.3521263894845433,1,2026.0,0.0
2020,WIPRO,Information_Technology,15.731467935250553,11.647926557680039,0.185656027883882,0.2673051151851075,790934000000.0,122191000000.0,0.0482,0.1465,0,,
2021,WIPRO,Information_Technology,15.731467935250553,11.647926557680039,0.185656027883882,0.2673051151851075,790934000000.0,122191000000.0,0.018,0.083,0,,
2022,WIPRO,Information_Technology,15.731467935250553,11.647926557680039,0.185656027883882,0.2673051151851075,790934000000.0,122191000000.0,0.283,0.234,1,2022.0,0.0
2023,WIPRO,Information_Technology,20.37333719848132,10.819452040630525,0.14529599418303968,0.22359709356805998,904876000000.0,113500000000.0,0.14406006063717075,-0.07112635136794035,1,2023.0,0.0
2024,WIPRO,Information_Technology,26.874068904028352,10.528899707416059,0.14729231093383902,0.2195662523353643,897603000000.0,110452000000.0,-0.00803756536807253,-0.02685462555066079,1,2024.0,0.0
2025,WIPRO,Information_Technology,20.497224500664622,12.521394743127594,0.15858091605910354,0.23183980857385347,890884000000.0,131354000000.0,-0.007485491915691013,0.18924057509144243,1,2025.0,0.0
2026,WIPRO,Information_Technology,20.497224500664622,12.521394743127594,0.15858091605910354,0.23183980857385347,890884000000.0,131354000000.0,-0.007485491915691013,0.18924057509144243,0,2025.0,1.0
