Date,Stock,News_Text,Source,news_positive,news_negative,news_neutral,news_score
2020-01-07,BAJFINANCE,Buy Bajaj Finance target of Rs 4400: Sharekhan,Moneycontrol,0.0763990730047226,0.010324819013476372,0.9132760763168335,0.06607425399124622
2020-01-07,HCLTECH,"HCL Technologies Q3 PAT seen up 7.2% QoQ to Rs. 2,842.9 cr: Motilal Oswal",Moneycontrol,0.9495013356208801,0.02141343057155609,0.02908528596162796,0.928087905049324
2020-01-07,INDUSINDBK,'Short IndusInd Bank & IOC January futures',Moneycontrol,0.06531637907028198,0.04191100597381592,0.8927725553512573,0.023405373096466064
2020-01-07,NTPC,"NTPC wins bid for Avantha's MP power plant, beats Adani with Rs 1,900-cr offer",Moneycontrol,0.8434349298477173,0.017061231657862663,0.13950389623641968,0.8263736981898546
2020-01-07,TECHM,IT firms likely to post 1-2% CC revenue growth; analysts remain bullish on 3 stocks,Moneycontrol,0.9384096264839172,0.03470051661133766,0.026889795437455177,0.9037091098725796
2020-01-07,TECHM,"Tech Mahindra Q3 PAT may dip 10.3% QoQ to Rs. 1,008 cr: Motilal Oswal",Moneycontrol,0.014124165289103985,0.9404847621917725,0.04539099708199501,-0.9263605969026685
2020-01-08,KOTAKBANK,"Kotak Mahindra Bank share price falls after Rs 1,500cr block deals",Moneycontrol,0.015396413393318653,0.9275667071342468,0.057036858052015305,-0.9121702937409282
2020-01-09,INDUSINDBK,IndusInd Bank share price gains 2% after BofAML upgrades stocks to buy,Moneycontrol,0.8702853918075562,0.030527794733643532,0.09918681532144547,0.8397575970739126
2020-01-10,BAJAJFINSV,Save with monthly FDs with Systematic Deposit Plan by Bajaj Finance,Moneycontrol,0.06253368407487869,0.014800314791500568,0.9226660132408142,0.047733369283378124
2020-01-12,NTPC,Solar power association writes to Gadkari against NTPC's tender conditions,Moneycontrol,0.03691926598548889,0.7871870398521423,0.17589372396469116,-0.7502677738666534
2020-01-13,INDUSINDBK,"IndusInd Bank Q3 preview: Healthy numbers likely, but higher base to dent sequential growth",Moneycontrol,0.95255446434021,0.024511005729436874,0.022934505715966225,0.9280434586107731
2020-01-13,JSWSTEEL,JSW Steel's Q3 crude steel production declines 5% in Q3,Moneycontrol,0.010289423167705536,0.9741180539131165,0.015592495910823345,-0.9638286307454109
2020-01-13,KOTAKBANK,"'Nifty may touch 12,500 before Budget 2020; L&T, Kotak Mahindra & Titan top picks'",Moneycontrol,0.6524651050567627,0.012990552000701427,0.3345443308353424,0.6394745530560613
2020-01-13,NTPC,"Tata Power arm bags Rs 1,505cr order from NTPC",Moneycontrol,0.40493276715278625,0.020659474655985832,0.5744077563285828,0.3842732924968004
2020-01-14,INDUSINDBK,"IndusInd Bank Q3: PAT rises 32% YoY despite higher provisions, slippages jump",Moneycontrol,0.8816397190093994,0.0956404060125351,0.022719871252775192,0.7859993129968643
2020-01-14,INDUSINDBK,IndusInd Bank drop 4% on sharp rise in slippages,Moneycontrol,0.013725964352488518,0.9645931124687195,0.021680913865566254,-0.950867148116231
2020-01-14,INDUSINDBK,IndusInd Bank's Romesh Sobti allays continuity fears as his tenure nears end,Moneycontrol,0.21245576441287994,0.6532465815544128,0.13429762423038483,-0.4407908171415329
2020-01-14,INDUSINDBK,Market Headstart: Nifty could hit fresh record high; Inflation at over 5-year high,Moneycontrol,0.8313732147216797,0.11323236674070358,0.05539436265826225,0.7181408479809761
2020-01-15,ASIANPAINT,JSW Paints says Asian Paints indulging in anti-competition activities; CCI to investigate,Moneycontrol,0.18985489010810852,0.012329894118010998,0.797815203666687,0.17752499599009752
2020-01-15,BAJAJFINSV,Factors that Can Affect your Housing Loan Rates & Credit Score in 2020,Moneycontrol,0.020490536466240883,0.10668466240167618,0.8728247880935669,-0.0861941259354353
2020-01-15,BAJFINANCE,"UBS initiates coverage on this Nifty stock that has surged 13,000% in 10 yrs",Moneycontrol,0.9092351198196411,0.010542589239776134,0.0802222490310669,0.898692530579865
2020-01-15,BPCL,Budget 2020: 'Fiscal deficit likely to slip to 3.7% but market should be comfortable',Moneycontrol,0.02283547818660736,0.9650219678878784,0.012142528779804707,-0.9421864897012711
2020-01-15,INDUSINDBK,Accumulate IndusInd Bank; target of Rs 1640: Prabhudas Lilladher,Moneycontrol,0.04590832442045212,0.01707511581480503,0.9370165467262268,0.028833208605647087
2020-01-15,INDUSINDBK,"IndusInd Bank Standalone December 2019 Net Interest Income (NII) at Rs 3,074.02 crore, up 34.35% Y-o-Y",Moneycontrol,0.9507467746734619,0.021633435040712357,0.027619771659374237,0.9291133396327496
2020-01-15,INDUSINDBK,IndusInd Bank falls 4% as gross slippages rise in Q3; brokerages remain bullish,Moneycontrol,0.023155516013503075,0.9662981033325195,0.010546370409429073,-0.9431425873190165
2020-01-15,KOTAKBANK,BoB and Kotak Mahindra Bank exit Equifax Credit Information Services,Moneycontrol,0.026657234877347946,0.03328591585159302,0.9400568604469299,-0.006628680974245071
2020-01-15,SUNPHARMA,"Sun Pharma, US-based Rockwell Medical enter into licensing pact for Triferic in India",Moneycontrol,0.9165945053100586,0.012192580848932266,0.07121288031339645,0.9044019244611263
2020-01-16,BPCL,IOC to decide on bidding for BPCL after govt lays out rules: Chairman,Moneycontrol,0.03868601471185684,0.018917616456747055,0.942396342754364,0.019768398255109787
2020-01-16,INDUSINDBK,Buy IndusInd Bank; target of Rs 1700: ICICI Direct,Moneycontrol,0.09528911858797073,0.00968998670578003,0.8950208425521851,0.0855991318821907
2020-01-16,INDUSINDBK,"IndusInd Bank shares fall almost 2%, trade in the negative for the third day in a row",Moneycontrol,0.008000786416232586,0.9709023833274841,0.021096892654895782,-0.9629015969112515
2020-01-16,INDUSINDBK,"Infosys, Cadila Health among 5 stocks where brokerages raise target; here's why",Moneycontrol,0.14776821434497833,0.013092927634716034,0.8391388654708862,0.1346752867102623
2020-01-16,JSWSTEEL,NCLAT asks investigative agencies to clarify over JSW Steel's immunity in BPSL matter,Moneycontrol,0.04189007356762886,0.08070708066225052,0.8774028420448303,-0.03881700709462166
2020-01-17,BPCL,"Successful disinvestment of BPCL, CONCOR to lay foundation for much bigger stake sell programme: SC Garg",Moneycontrol,0.666732132434845,0.009691334329545498,0.32357650995254517,0.6570407981052995
2020-01-17,HCLTECH,"HCL Tech Q3 preview | Brokerages expect stable numbers; revenue, EBITDA likely to be healthy",Moneycontrol,0.9527316689491272,0.024812903255224228,0.022455429658293724,0.927918765693903
2020-01-17,HCLTECH,"HCL Tech Q3 profit jumps 14% to Rs 3,037 crore; raises FY20 revenue growth guidance",Moneycontrol,0.9518085718154907,0.025074979290366173,0.023116467520594597,0.9267335925251245
2020-01-17,HCLTECH,HCL Tech Q3: Healthy growth across segments; top 5 key takeaways,Moneycontrol,0.943145751953125,0.01676403544843197,0.04009023681282997,0.926381716504693
2020-01-17,ONGC,Govt. asking higher dividend from oil PSUs a heaven-sent opportunity for yield seekers,Moneycontrol,0.926539421081543,0.014641530811786652,0.05881901830434799,0.9118978902697563
2020-01-18,INDUSINDBK,IndusInd Bank Q3 slippages dampen sentiment: Here are key highlights from conference call,Moneycontrol,0.024750201031565666,0.31718966364860535,0.6580601334571838,-0.2924394626170397
2020-01-19,COALINDIA,Govt to stop substitutable coal import; can go for auction of 100 fully explored new blocks: Joshi,Moneycontrol,0.12943005561828613,0.013336180709302425,0.8572337031364441,0.11609387490898371
2020-01-19,INDUSINDBK,Banking wrap: HDFC Bank Q3 profit jumps 33%; Michael Patra takes over as RBI Dy Guv,Moneycontrol,0.7014485597610474,0.03246308118104935,0.2660883665084839,0.668985478579998
2020-01-19,KOTAKBANK,"6 of top-10 most valued firms add Rs 62,773 cr in market cap; HUL, RIL show the way",Moneycontrol,0.6549832224845886,0.021683011204004288,0.3233337700366974,0.6333002112805843
2020-01-19,KOTAKBANK,"Kotak Mahindra Bank Q3 results on January 20: Stable asset quality, but flat margin expected; PAT likely to fall sequentially",Moneycontrol,0.11013885587453842,0.8726783990859985,0.017182720825076103,-0.7625395432114601
2020-01-20,CIPLA,Cipla announces closure of USFDA inspection at Patalganga facility,Moneycontrol,0.011719182133674622,0.8917712569236755,0.09650952368974686,-0.8800520747900009
2020-01-20,HCLTECH,HCL Technologies raises FY20 revenue guidance; what should investors do with stock?,Moneycontrol,0.05179399996995926,0.026870448142290115,0.9213355183601379,0.024923551827669144
2020-01-20,KOTAKBANK,"Kotak Mahindra Bank Q3 profit jumps 24%; asset quality weakens, loan growth multi-quarter low",Moneycontrol,0.29607805609703064,0.6853192448616028,0.01860266923904419,-0.38924118876457214
2020-01-20,KOTAKBANK,"Kotak Mahindra Bank Q3 | Profit, NII grow but miss Street estimates; 5 key takeaways",Moneycontrol,0.49310335516929626,0.12697552144527435,0.37992116808891296,0.3661278337240219
2020-01-20,KOTAKBANK,"Kotak Mahindra Consolidated December 2019 Net Interest Income (NII) at Rs 4,441.63 crore, up 16.76% Y-o-Y",Moneycontrol,0.9508505463600159,0.022465672343969345,0.026683742180466652,0.9283848740160465
2020-01-21,CIPLA,Mitsubishi UFJ Financial sells 2.10% shares in Cipla,Moneycontrol,0.033901095390319824,0.022129885852336884,0.9439690113067627,0.01177120953798294
2020-01-21,HCLTECH,"HCL Tech Consolidated December 2019 Net Sales at Rs 18,135.00 crore, up 15.52% Y-o-Y",Moneycontrol,0.9515950083732605,0.020816871896386147,0.027588147670030594,0.9307781364768744
2020-01-21,HCLTECH,"HCL Tech Standalone December 2019 Net Sales at Rs 8,654.00 crore, up 32% Y-o-Y",Moneycontrol,0.95317542552948,0.020397856831550598,0.026426739990711212,0.9327775686979294
2020-01-21,HCLTECH,HCL Technologies launches dedicated Microsoft biz unit,Moneycontrol,0.1871827393770218,0.011007595807313919,0.8018096685409546,0.17617514356970787
2020-01-21,KOTAKBANK,"Kotak Bank share price gains post Q3 results; check out what Credit Suisse, Citi have to say",Moneycontrol,0.12540853023529053,0.017664769664406776,0.856926679611206,0.10774376057088375
2020-01-21,KOTAKBANK,Kotak Mahindra Bank goes slow on loan growth as slippages remain high,Moneycontrol,0.013125189580023289,0.9684038758277893,0.018470989540219307,-0.955278686247766
2020-01-21,KOTAKBANK,"Kotak Mahindra Standalone December 2019 Net Interest Income (NII) at Rs 3,429.53 crore, up 16.69% Y-o-Y",Moneycontrol,0.9499430656433105,0.023366812616586685,0.026690179482102394,0.9265762530267239
2020-01-21,TECHM,Anand Mahindra’s tweet helps Tech Mahindra CEO reconnect with old classmate,Moneycontrol,0.8242552280426025,0.009357045404613018,0.16638778150081635,0.8148981826379895
2020-01-22,ASIANPAINT,Asian Paints Q3 preview | Steady numbers likely; lower input prices to drive margin,Moneycontrol,0.9019786715507507,0.07187482714653015,0.026146529242396355,0.8301038444042206
2020-01-22,ASIANPAINT,"Asian Paints Q3 profit jumps 20% to Rs 780 crore, revenue misses estimates",Moneycontrol,0.9252985715866089,0.04890675097703934,0.025794627144932747,0.8763918206095695
2020-01-22,HCLTECH,Buy HCL Technologies; target of Rs 665: HDFC Securities,Moneycontrol,0.12367627769708633,0.009919626638293266,0.866404116153717,0.11375665105879307
2020-01-22,NTPC,Power producers' coal imports up 17.6% at 52.48 MT in April-December,Moneycontrol,0.9510173201560974,0.022309213876724243,0.026673492044210434,0.9287081062793732
2020-01-23,ASIANPAINT,Accumulate Asian Paints; target of Rs 1815: Prabhudas Lilladher,Moneycontrol,0.05111369863152504,0.01591215468943119,0.9329742193222046,0.03520154394209385
2020-01-23,ASIANPAINT,"Asian Paints Standalone December 2019 Net Sales at Rs 4,656.88 crore, up 2.66% Y-o-Y",Moneycontrol,0.9493787288665771,0.025527888908982277,0.025093380361795425,0.9238508399575949
2020-01-23,CIPLA,Cipla gets USFDA observations for its Goa facility,Moneycontrol,0.28922781348228455,0.008755027316510677,0.7020171284675598,0.28047278616577387
2020-01-23,CIPLA,Cipla share price falls 2% post USFDA observations,Moneycontrol,0.009628241881728172,0.9690782427787781,0.021293411031365395,-0.9594500008970499
2020-01-23,HCLTECH,Buy HCL Technologies; target of Rs 691: Prabhudas Lilladher,Moneycontrol,0.1290259212255478,0.009038086980581284,0.8619360327720642,0.11998783424496651
2020-01-23,JSWSTEEL,"JSW Steel plans to raise up to Rs 1,000cr via NCDs",Moneycontrol,0.3318691849708557,0.010024731047451496,0.6581060290336609,0.3218444539234042
2020-01-23,NESTLEIND,'See a 14% upside in ICICI Pru Life Insurance in next 1-3 months',Moneycontrol,0.9288902282714844,0.040388382971286774,0.030721377581357956,0.8885018453001976
2020-01-23,ONGC,"ONGC gets 28 bids for 50 oil, gas fields in 1st bid round",Moneycontrol,0.4537181556224823,0.016633540391921997,0.5296483039855957,0.4370846152305603
2020-01-23,TECHM,"Investors want stability, predictability of policy, judicial reforms: C P Gurnani",Moneycontrol,0.1263519674539566,0.012715891003608704,0.8609321713447571,0.1136360764503479
2020-01-24,ASIANPAINT,"Asian Paints Consolidated December 2019 Net Sales at Rs 5,420.28 crore, up 2.39% Y-o-Y",Moneycontrol,0.9504938125610352,0.025960570201277733,0.02354559488594532,0.9245332423597574
2020-01-24,ASIANPAINT,"Asian Paints: Rural focus may drive volumes, but is a risk to earnings growth",Moneycontrol,0.6164028644561768,0.1584605723619461,0.22513660788536072,0.45794229209423065
2020-01-24,JSWSTEEL,NCLAT defers hearing on JSW Steel's Bhushan Power buyout till January 31,Moneycontrol,0.024362638592720032,0.43954500555992126,0.5360923409461975,-0.41518236696720123
2020-01-24,NTPC,This Sensex stock has been hammered 16% in FY20; brokerages now see a 39% upside,Moneycontrol,0.014617480337619781,0.9659441709518433,0.01943843625485897,-0.9513266906142235
2020-01-24,ONGC,'No ‘earth shattering’ reforms expected in Budget; bet on dividend-yielding stocks',Moneycontrol,0.5877126455307007,0.018705740571022034,0.3935815989971161,0.5690069049596786
2020-01-24,ULTRACEMCO,UltraTech Cement Q3 preview: Analysts expect up to 100% jump in PAT,Moneycontrol,0.9452807903289795,0.019170910120010376,0.03554830327630043,0.9261098802089691
2020-01-24,ULTRACEMCO,UltraTech Cement misses Street estimates; reports 48.5% jump in standalone net profit,Moneycontrol,0.9355114102363586,0.03725769743323326,0.027230961248278618,0.8982537128031254
2020-01-25,ASIANPAINT,Asian Paints Q3 result beat estimates; here are highlights of analyst call,Moneycontrol,0.053279127925634384,0.0424637570977211,0.9042571187019348,0.010815370827913284
2020-01-25,COALINDIA,"CIL adheres to environmental, sustainable standards: CMD",Moneycontrol,0.08750003576278687,0.011202513240277767,0.9012974500656128,0.0762975225225091
2020-01-25,COALINDIA,Coal India - Taking a new turn in 2020,Moneycontrol,0.20449554920196533,0.010779954493045807,0.7847245335578918,0.19371559470891953
2020-01-25,HCLTECH,HCL Tech raises FY20 revenue forecast; here are key highlights of analysts concall,Moneycontrol,0.062354862689971924,0.023178236559033394,0.914466917514801,0.03917662613093853
2020-01-26,KOTAKBANK,"Banking wrap: RBI Governor calls for structural, fiscal measures; ICICI Bank classifies Karvy as NPA",Moneycontrol,0.14963623881340027,0.020310278981924057,0.830053448677063,0.1293259598314762
2020-01-26,NTPC,"NTPC may not conclude THDCIL, NEEPCO acquisition deal this fiscal: Source",Moneycontrol,0.018226386979222298,0.21224389970302582,0.7695297002792358,-0.19401751272380352
2020-01-27,ASIANPAINT,Budget 2020 run-up: More than 25 stocks that are on brokerages' buying list,Moneycontrol,0.025588512420654297,0.14711514115333557,0.8272963762283325,-0.12152662873268127
2020-01-27,DRREDDY,"Dr Reddy's Q3 numbers expected today; watch out for outlook on R&D spend, new launches",Moneycontrol,0.061158742755651474,0.024521827697753906,0.9143193960189819,0.03663691505789757
2020-01-27,DRREDDY,Dr Reddy's posts Rs 569.7 cr loss in Q3 on impairment of generic Nuvaring drug,Moneycontrol,0.010508986189961433,0.9703970551490784,0.019093915820121765,-0.9598880689591169
2020-01-27,HCLTECH,Brokerages upgraded 6 stocks to 'buy' post Q3 earnings; should you buy?,Moneycontrol,0.6787325739860535,0.023341966792941093,0.2979254722595215,0.6553906071931124
2020-01-27,JSWSTEEL,JSW Steel Q3 earnings disappoint street; check key highlights of analysts' call,Moneycontrol,0.043013911694288254,0.06240324303507805,0.8945828676223755,-0.019389331340789795
2020-01-27,JSWSTEEL,JSW Steel share price plunges 5% on poor Q3 nos; JPMorgan overweight on stock,Moneycontrol,0.013291807845234871,0.9668875336647034,0.019820643588900566,-0.9535957258194685
2020-01-27,JSWSTEEL,"JSW Steel: After a disappointing Q3, hopes alive for a recovery in Q4",Moneycontrol,0.8336053490638733,0.1430141180753708,0.02338053099811077,0.6905912309885025
2020-01-27,NTPC,"NTPC Board okays acquisition of govt stake in NEEPCO, THDC",Moneycontrol,0.7989183068275452,0.01593852788209915,0.1851431131362915,0.782979778945446
2020-01-27,ULTRACEMCO,Analysts raise UltraTech Cement price target after Q3 earnings meet estimates,Moneycontrol,0.24693620204925537,0.030892012640833855,0.7221717834472656,0.21604418940842152
2020-01-28,BPCL,Doubling of farmers income by FY22 could be focus area in Budget: Mayuresh Joshi,Moneycontrol,0.13173498213291168,0.02722974307835102,0.8410351872444153,0.10450523905456066
2020-01-28,CIPLA,Cipla gets EIR from USFDA for Invagen manufacturing facility,Moneycontrol,0.27370697259902954,0.009891657158732414,0.7164013981819153,0.2638153154402971
2020-01-28,COALINDIA,CIL gets green nod for 17 mining projects: Coal Minister,Moneycontrol,0.7000806927680969,0.011624572798609734,0.28829464316368103,0.6884561199694872
2020-01-28,COALINDIA,Coal India output in January rises 10.7%,Moneycontrol,0.9054737687110901,0.03258848935365677,0.06193772330880165,0.8728852793574333
2020-01-28,DRREDDY,Dr Reddy's Labs reports strong operating performance in Q3: Key highlights from concall,Moneycontrol,0.4949624538421631,0.02380521036684513,0.48123225569725037,0.47115724347531796
2020-01-28,DRREDDY,"Dr Reddy's hits over 3-year high as analysts remain positive, raise target post Q3 show",Moneycontrol,0.9342724680900574,0.01792721077799797,0.04780038073658943,0.9163452573120594
2020-01-28,DRREDDY,"Dr Reddys Labs Consolidated December 2019 Net Sales at Rs 4,397.10 crore, up 13.78% Y-o-Y",Moneycontrol,0.9520803093910217,0.02230861410498619,0.025611089542508125,0.9297716952860355
2020-01-28,JSWSTEEL,"JSW Steel Consolidated December 2019 Net Sales at Rs 18,055.00 crore, down 11.14% Y-o-Y",Moneycontrol,0.00824394728988409,0.9751405119895935,0.01661556400358677,-0.9668965646997094
2020-01-28,JSWSTEEL,"JSW Steel Standalone December 2019 Net Sales at Rs 15,767.00 crore, down 14.28% Y-o-Y",Moneycontrol,0.007709105499088764,0.9751754999160767,0.017115319147706032,-0.9674663944169879
2020-01-28,LT,Buy Larsen and Toubro target of Rs 1614: Sharekhan,Moneycontrol,0.0771152526140213,0.010700843296945095,0.9121838808059692,0.0664144093170762
2020-01-28,TECHM,Tech Mahindra sets up Google Cloud Centre of Excellence in Hyderabad,Moneycontrol,0.17889150977134705,0.009574845433235168,0.8115336298942566,0.16931666433811188
2020-01-28,ULTRACEMCO,"UltraTechCement Consolidated December 2019 Net Sales at Rs 10,353.80 crore, up 10.27% Y-o-Y",Moneycontrol,0.9539298415184021,0.0193779319524765,0.026692254468798637,0.9345519095659256
2020-01-28,ULTRACEMCO,"UltraTechCement Standalone December 2019 Net Sales at Rs 9,981.75 crore, up 13.27% Y-o-Y",Moneycontrol,0.9528716206550598,0.018537113443017006,0.02859121561050415,0.9343345072120428
2020-01-29,BAJAJFINSV,"Bajaj Finserv Q3 profit jumps 32%, income 31%",Moneycontrol,0.930396556854248,0.03242241218686104,0.03718094900250435,0.897974144667387
2020-01-29,BAJFINANCE,"Bajaj Finance beats estimates with 52% growth in Q3 profit, AUMs grow 35%",Moneycontrol,0.9111418724060059,0.012557147070765495,0.0763009712100029,0.8985847253352404
2020-01-29,BAJFINANCE,Bajaj Finance climbs 4% to hit record high after Q3 earnings beat analyst expectations,Moneycontrol,0.9408670663833618,0.026537159457802773,0.032595761120319366,0.914329906925559
2020-01-29,BAJFINANCE,Bajaj Finance could report 50% growth in Q3 profit with healthy rise in AUMs,Moneycontrol,0.9477997422218323,0.0166507288813591,0.035549525171518326,0.9311490133404732
2020-01-29,CIPLA,Deleveraging and deals – a healthy prescription for pharma sector,Moneycontrol,0.8540599942207336,0.007792090531438589,0.13814789056777954,0.846267903689295
2020-01-29,DRREDDY,"Dr Reddys Labs Standalone December 2019 Net Sales at Rs 3,044.00 crore, up 11.43% Y-o-Y",Moneycontrol,0.9509146809577942,0.018223335966467857,0.030862003564834595,0.9326913449913263
2020-01-29,DRREDDY,Dr Reddy’s Laboratories share price slips 2% on USFDA observations,Moneycontrol,0.009908616542816162,0.9679020047187805,0.02218944951891899,-0.9579933881759644
2020-01-29,INDUSINDBK,"Q3 earnings: Private lenders deliver on profitability, but slippages a concern",Moneycontrol,0.2622080445289612,0.7188119888305664,0.01897999458014965,-0.4566039443016052
2020-01-30,BAJFINANCE,"What should investors do with Bajaj Finance stock post Q3: buy, sell or hold?",Moneycontrol,0.028129927814006805,0.034373875707387924,0.9374961853027344,-0.006243947893381119
2020-01-30,KOTAKBANK,Kotak Mahindra Bank gets RBI nod to cap promoters’ voting rights at 20% till March,Moneycontrol,0.529333233833313,0.016908956691622734,0.45375779271125793,0.5124242771416903
2020-01-31,BAJAJFINSV,"Bajaj Finserv Consolidated December 2019 Net Sales at Rs 14,558.92 crore, up 30.68% Y-o-Y",Moneycontrol,0.9531143307685852,0.02118801698088646,0.025697702541947365,0.9319263137876987
2020-01-31,BAJAJFINSV,"Bajaj Finserv Standalone December 2019 Net Sales at Rs 30.59 crore, up 6.03% Y-o-Y",Moneycontrol,0.9519355893135071,0.020142599940299988,0.027921805158257484,0.9317929893732071
2020-01-31,BAJAJFINSV,Buy Bajaj Finserv target of Rs 11000: Sharekhan,Moneycontrol,0.06924121826887131,0.01136067509651184,0.9193981289863586,0.05788054317235947
2020-01-31,BAJFINANCE,"Bajaj Finance Standalone December 2019 Net Sales at Rs 6,303.56 crore, up 35.33% Y-o-Y",Moneycontrol,0.9499835968017578,0.01925523765385151,0.030761169269680977,0.9307283591479063
2020-01-31,BAJFINANCE,Bajaj Finance reports sharp rise in provisions; here are highlights from analyst call,Moneycontrol,0.1734793335199356,0.7055278420448303,0.12099286913871765,-0.5320485085248947
2020-01-31,HINDUNILVR,"HUL Q3 profit grows 12%, operating performance beat analyst estimates",Moneycontrol,0.9545645117759705,0.023997502401471138,0.021438011899590492,0.9305670093744993
2020-01-31,HINDUNILVR,Q3 preview: HUL may report double-digit growth in profit,Moneycontrol,0.9454800486564636,0.0277934018522501,0.026726551353931427,0.9176866468042135
2020-01-31,KOTAKBANK,Kotak Bank gains 5% as RBI gives nod for capping promoter voting rights,Moneycontrol,0.759071409702301,0.10201233625411987,0.13891631364822388,0.6570590734481812
2020-01-31,KOTAKBANK,Kotak promoter stake – different strokes for different folks?,Moneycontrol,0.051443979144096375,0.039913278073072433,0.9086427688598633,0.011530701071023941
2020-01-31,LT,Exclusive | L&T revives plans to sell MF business; ropes in JP Morgan as advisor,Moneycontrol,0.2866043150424957,0.02689577266573906,0.686499834060669,0.25970854237675667
2020-01-31,NTPC,Unit-1 of NTPC's Khargone Super Thermal Power Station to start from February 1,Moneycontrol,0.04508918523788452,0.014828674495220184,0.9400821924209595,0.030260510742664337
2020-01-31,TECHM,Tech Mahindra Q3 results today; watch out for communications segment outlook,Moneycontrol,0.1483965963125229,0.015501957386732101,0.8361014127731323,0.1328946389257908
2020-01-31,TECHM,Tech Mahindra Q3: 5% drop in net profit but better than estimates,Moneycontrol,0.012858658097684383,0.9756842255592346,0.011457141488790512,-0.9628255674615502
2020-02-01,COALINDIA,Pramod Agrawal takes over as Coal India chairman,Moneycontrol,0.02973880060017109,0.027668872848153114,0.9425923228263855,0.002069927752017975
2020-02-01,HINDUNILVR,HUL gains over 2% after Q3 results,Moneycontrol,0.9446561336517334,0.023793384432792664,0.03155049681663513,0.9208627492189407
2020-02-01,TECHM,Tech Mahindra share price slips 3% post Q3 results; Motilal Oswal remains positive,Moneycontrol,0.017833180725574493,0.9625850319862366,0.019581817090511322,-0.9447518512606621
2020-02-02,BPCL,Govt to issue BPCL EoI in next few days,Moneycontrol,0.045386508107185364,0.01619436778128147,0.9384191036224365,0.029192140325903893
2020-02-02,JSWSTEEL,JSW Steel bags two iron ore mines in Odisha,Moneycontrol,0.19961942732334137,0.10964016616344452,0.6907403469085693,0.08997926115989685
